"NOME_URNA_CANDIDATO" "NOME_MUNICIPIO" "TOTAL_VOTOS" "QTD_COMPARECIMENTO" "DESC_SIT_CAND_TOT" "DESCRICAO_CARGO" "PROP_VOT" "prop.total"
"DR. JAZIEL" "ITAPAGÉ" 723 30807 "SUPLENTE" "DEPUTADO FEDERAL" 2.35 "TOTAL:69,5%"
"ELY AGUIAR" "ARARIPE" 287 12201 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.35 "TOTAL:76,7%"
"PAULO HENRIQUE LUSTOSA" "CAPISTRANO" 286 12171 "SUPLENTE" "DEPUTADO FEDERAL" 2.35 "TOTAL:66,97%"
"DEDÉ TEIXEIRA" "ERERÊ" 90 3819 "SUPLENTE" "DEPUTADO ESTADUAL" 2.36 "TOTAL:75,38%"
"DR BRUNO GONCALVES" "MOMBAÇA" 566 24001 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.36 "TOTAL:64,96%"
"MOSES RODRIGUES" "IPUEIRAS" 504 21317 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.36 "TOTAL:76,17%"
"FRANÇUÁ MACIEL" "SABOEIRO" 225 9491 "SUPLENTE" "DEPUTADO ESTADUAL" 2.37 "TOTAL:71,64%"
"ODORICO" "JUCÁS" 330 13906 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.37 "TOTAL:69,34%"
"TEO MENEZES" "LAVRAS DA MANGABEIRA" 420 17697 "SUPLENTE" "DEPUTADO ESTADUAL" 2.37 "TOTAL:65,21%"
"AUDIC MOTA" "MILAGRES" 399 16788 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 2.38 "TOTAL:77,42%"
"LEONIDAS CRISTINO" "GROAÍRAS" 161 6761 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.38 "TOTAL:61,74%"
"ADAIL CARNEIRO" "SÃO BENEDITO" 621 25956 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.39 "TOTAL:59,11%"
"MACEDO" "ARACATI" 1034 43241 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.39 "TOTAL:54,96%"
"MOISES BRAZ" "NOVO ORIENTE" 356 14802 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.41 "TOTAL:66,04%"
"MOISES BRAZ" "AURORA" 374 15504 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.41 "TOTAL:65,55%"
"GUIDA MAIA ROCHA" "QUIXERÉ" 333 13755 "SUPLENTE" "DEPUTADO ESTADUAL" 2.42 "TOTAL:66,6%"
"MOSES RODRIGUES" "URUOCA" 207 8564 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.42 "TOTAL:72,89%"
"ADERLANIA NORONHA" "MOMBAÇA" 583 24001 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.43 "TOTAL:64,96%"
"GENECIAS NORONHA" "IPAPORANGA" 158 6503 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.43 "TOTAL:74,75%"
"ADAIL CARNEIRO" "TEJUÇUOCA" 284 11625 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.44 "TOTAL:75,5%"
"ADERLANIA NORONHA" "JAGUARIBARA" 154 6305 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.44 "TOTAL:68,94%"
"GELSON FERRAZ" "ACARAPE" 224 9190 "SUPLENTE" "DEPUTADO ESTADUAL" 2.44 "TOTAL:71,58%"
"GENECIAS NORONHA" "TARRAFAS" 130 5275 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.46 "TOTAL:63,53%"
"MORONI" "APUIARÉS" 232 9450 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.46 "TOTAL:63,18%"
"DR. JAZIEL" "PENAFORTE" 142 5738 "SUPLENTE" "DEPUTADO FEDERAL" 2.47 "TOTAL:69,61%"
"FERNANDA PESSOA" "OCARA" 457 18378 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.49 "TOTAL:70,41%"
"CARLOS FELIPE" "ARARENDÁ" 156 6244 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 2.5 "TOTAL:73,55%"
"PROFESSOR PINHEIRO" "MULUNGU" 167 6664 "SUPLENTE" "DEPUTADO ESTADUAL" 2.51 "TOTAL:56,67%"
"ANDRÉ FIGUEIREDO" "MONSENHOR TABOSA" 256 10151 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.52 "TOTAL:70,39%"
"CARLOMANO MARQUES" "GRAÇA" 206 8170 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.52 "TOTAL:85,06%"
"NORMANDO" "ABAIARA" 131 5201 "SUPLENTE" "DEPUTADO FEDERAL" 2.52 "TOTAL:61,07%"
"TOMAZ HOLANDA" "RUSSAS" 1071 42434 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.52 "TOTAL:63,93%"
"ODORICO" "MARCO" 434 16996 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.55 "TOTAL:76,87%"
"CAPITÃO WÁGNER" "PORTEIRAS" 255 9958 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.56 "TOTAL:75,53%"
"JOSÉ GUIMARÃES" "MULUNGU" 172 6664 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.58 "TOTAL:68,17%"
"ERASMO GOMES" "CAMOCIM" 942 36133 "SUPLENTE" "DEPUTADO ESTADUAL" 2.61 "TOTAL:75,66%"
"JOÃO JAIME" "IRAUÇUBA" 363 13844 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.62 "TOTAL:65,33%"
"CAPITÃO WÁGNER" "PINDORETAMA" 363 13828 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.63 "TOTAL:56,49%"
"DOMINGOS NETO" "ITAPAGÉ" 811 30807 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.63 "TOTAL:69,5%"
"BALMAN" "JUAZEIRO DO NORTE" 3544 133989 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.64 "TOTAL:49,34%"
"MÁRIO FEITOZA" "MAURITI" 681 25829 "SUPLENTE" "DEPUTADO FEDERAL" 2.64 "TOTAL:71,01%"
"MOSES RODRIGUES" "IRAUÇUBA" 366 13844 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.64 "TOTAL:73,2%"
"PROFESSOR LUIZ" "CARIÚS" 309 11565 "SUPLENTE" "DEPUTADO ESTADUAL" 2.67 "TOTAL:74,68%"
"ANDRÉ FIGUEIREDO" "ITATIRA" 336 12530 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.68 "TOTAL:80,68%"
"AUDIC MOTA" "ARNEIROZ" 133 4952 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 2.69 "TOTAL:78,13%"
"CAPITÃO WÁGNER" "SÃO GONÇALO DO AMARANTE" 835 30893 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.7 "TOTAL:67,22%"
"ANDRÉ FIGUEIREDO" "IRACEMA" 229 8440 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.71 "TOTAL:67,84%"
"ODILON AGUIAR" "HORIZONTE" 1083 39988 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.71 "TOTAL:25,22%"
"GENECIAS NORONHA" "GRAÇA" 222 8170 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.72 "TOTAL:73,85%"
"DR. LEÔNIDAS" "SÃO GONÇALO DO AMARANTE" 844 30893 "SUPLENTE" "DEPUTADO ESTADUAL" 2.73 "TOTAL:67,22%"
"GOMES FARIAS" "NOVO ORIENTE" 404 14802 "SUPLENTE" "DEPUTADO ESTADUAL" 2.73 "TOTAL:66,04%"
"VICENTE ARRUDA" "TAUÁ" 897 32825 "SUPLENTE" "DEPUTADO FEDERAL" 2.73 "TOTAL:71,73%"
"RAIMUNDO MATOS" "QUIXADÁ" 1223 44714 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.74 "TOTAL:49,58%"
"MOISES BRAZ" "AMONTADA" 653 23780 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.75 "TOTAL:70,7%"
"MOSES RODRIGUES" "CARIRÉ" 327 11873 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.75 "TOTAL:76,97%"
"ARTUR BRUNO" "EUSÉBIO" 789 28629 "SUPLENTE" "DEPUTADO ESTADUAL" 2.76 "TOTAL:64,81%"
"DANILO FORTE" "IRACEMA" 234 8440 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.77 "TOTAL:67,84%"
"DEDÉ TEIXEIRA" "SABOEIRO" 263 9491 "SUPLENTE" "DEPUTADO ESTADUAL" 2.77 "TOTAL:71,64%"
"LARISSA GASPAR" "BAIXIO" 111 4010 "SUPLENTE" "DEPUTADO ESTADUAL" 2.77 "TOTAL:70,97%"
"JOÃO BOSCO" "ITAREMA" 619 22273 "SUPLENTE" "DEPUTADO ESTADUAL" 2.78 "TOTAL:76,83%"
"PAULO AYRTON" "CAPISTRANO" 338 12171 "NÃO ELEITO" "DEPUTADO FEDERAL" 2.78 "TOTAL:66,97%"
"DAVID DURAND" "FORTALEZA" 38666 1382950 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.8 "TOTAL:21,46%"
"CABO SABINO" "SOBRAL" 3117 110737 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.81 "TOTAL:62,06%"
"RONALDO MARTINS" "MULUNGU" 187 6664 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.81 "TOTAL:68,17%"
"MACEDO" "MARCO" 480 16996 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.82 "TOTAL:76,87%"
"JOSÉ GUIMARÃES" "TAUÁ" 932 32825 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.84 "TOTAL:71,73%"
"ANDRÉ FIGUEIREDO" "AMONTADA" 678 23780 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.85 "TOTAL:67,62%"
"CAPITÃO WÁGNER" "CHORÓ" 249 8738 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.85 "TOTAL:55,46%"
"MÁRIO FEITOZA" "CASCAVEL" 1206 42205 "SUPLENTE" "DEPUTADO FEDERAL" 2.86 "TOTAL:46,65%"
"ODORICO" "LIMOEIRO DO NORTE" 1026 35832 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.86 "TOTAL:58,96%"
"EVANDRO LEITÃO" "MULUNGU" 191 6664 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.87 "TOTAL:56,67%"
"DUQUINHA" "SENADOR SÁ" 132 4571 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.89 "TOTAL:74,43%"
"DAVID DURAND" "EUSÉBIO" 834 28629 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.91 "TOTAL:64,81%"
"DRA. SILVANA" "VARJOTA" 308 10575 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.91 "TOTAL:66,55%"
"INÁCIO ARRUDA" "FRECHEIRINHA" 254 8703 "SUPLENTE" "DEPUTADO FEDERAL" 2.92 "TOTAL:78,7%"
"ANDRÉ FIGUEIREDO" "PENAFORTE" 168 5738 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.93 "TOTAL:69,61%"
"AUGUSTA BRITO" "NOVA RUSSAS" 492 16738 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.94 "TOTAL:59,52%"
"DR. JAZIEL" "VARJOTA" 311 10575 "SUPLENTE" "DEPUTADO FEDERAL" 2.94 "TOTAL:73,93%"
"MACEDO" "JUAZEIRO DO NORTE" 3955 133989 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.95 "TOTAL:49,34%"
"MÁRIO HÉLIO" "TURURU" 313 10577 "SUPLENTE" "DEPUTADO ESTADUAL" 2.96 "TOTAL:51,95%"
"EVANDRO LEITÃO" "ACARAPE" 275 9190 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.99 "TOTAL:71,58%"
"INÊS ARRUDA" "JAGUARUANA" 643 21479 "SUPLENTE" "DEPUTADO ESTADUAL" 2.99 "TOTAL:52,97%"
"ANDRÉ FIGUEIREDO" "ERERÊ" 116 3819 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.04 "TOTAL:71,72%"
"MACEDO" "CRATO" 2168 71338 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.04 "TOTAL:41,32%"
"MOSES RODRIGUES" "CHAVAL" 228 7489 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.04 "TOTAL:64,81%"
"WELINGTON LANDIM" "IGUATU" 1659 54376 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.05 "TOTAL:71,77%"
"MIRIAN SOBREIRA" "ICÓ" 1134 37104 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.06 "TOTAL:74,1%"
"MORONI" "ACARAPE" 281 9190 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.06 "TOTAL:63,9%"
"PAULO FACÓ" "OCARA" 565 18378 "NÃO ELEITO" "DEPUTADO FEDERAL" 3.07 "TOTAL:64,7%"
"FERNANDA PESSOA" "LIMOEIRO DO NORTE" 1104 35832 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.08 "TOTAL:66,61%"
"JOSÉ AIRTON" "JIJOCA DE JERICOACOARA" 299 9711 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.08 "TOTAL:68,31%"
"ADAIL CARNEIRO" "TURURU" 328 10577 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.1 "TOTAL:66,07%"
"DOMINGOS NETO" "MAURITI" 802 25829 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.11 "TOTAL:71,01%"
"NAUMI AMORIM" "TAUÁ" 1020 32825 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.11 "TOTAL:68,62%"
"ARIOSTO HOLANDA" "BREJO SANTO" 828 26523 "SUPLENTE" "DEPUTADO FEDERAL" 3.12 "TOTAL:66,74%"
"ANDRÉ FIGUEIREDO" "ACOPIARA" 928 29588 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.14 "TOTAL:61,67%"
"RICARDO ALMEIDA" "SENADOR POMPEU" 517 16438 "SUPLENTE" "DEPUTADO ESTADUAL" 3.15 "TOTAL:51,32%"
"CABO SABINO" "LIMOEIRO DO NORTE" 1133 35832 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.16 "TOTAL:58,96%"
"JEOVA MOTA" "SENADOR POMPEU" 520 16438 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.16 "TOTAL:51,32%"
"JOSÉ GUIMARÃES" "PEDRA BRANCA" 788 24869 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.17 "TOTAL:74,06%"
"PAULO HENRIQUE LUSTOSA" "GRAÇA" 259 8170 "SUPLENTE" "DEPUTADO FEDERAL" 3.17 "TOTAL:73,85%"
"ADERLANIA NORONHA" "HIDROLÂNDIA" 359 11293 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.18 "TOTAL:66,59%"
"ANDERSON PALACIO" "IPAUMIRIM" 225 7048 "SUPLENTE" "DEPUTADO ESTADUAL" 3.19 "TOTAL:68,83%"
"GENECIAS NORONHA" "APUIARÉS" 301 9450 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.19 "TOTAL:63,18%"
"MOSES RODRIGUES" "NOVO ORIENTE" 474 14802 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.2 "TOTAL:67,52%"
"EUGENIO RABELO" "AMONTADA" 764 23780 "SUPLENTE" "DEPUTADO FEDERAL" 3.21 "TOTAL:67,62%"
"ZÉ AILTON BRASIL" "FARIAS BRITO" 414 12915 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.21 "TOTAL:58,18%"
"DEDÉ TEIXEIRA" "ITAIÇABA" 169 5213 "SUPLENTE" "DEPUTADO ESTADUAL" 3.24 "TOTAL:53,13%"
"WELINGTON LANDIM" "JUAZEIRO DO NORTE" 4335 133989 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.24 "TOTAL:39,02%"
"BALMAN" "AIUABA" 260 7991 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.25 "TOTAL:77,86%"
"GORETE PEREIRA" "JIJOCA DE JERICOACOARA" 316 9711 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.25 "TOTAL:68,31%"
"AGENOR NETO" "CAMPOS SALES" 475 14570 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.26 "TOTAL:65,19%"
"EUDES XAVIER" "CHORÓ" 286 8738 "SUPLENTE" "DEPUTADO FEDERAL" 3.27 "TOTAL:53,28%"
"JOSÉ AIRTON" "ITAPAGÉ" 1008 30807 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.27 "TOTAL:69,5%"
"PAULO AYRTON" "PENTECOSTE" 822 25146 "NÃO ELEITO" "DEPUTADO FEDERAL" 3.27 "TOTAL:51,76%"
"MÁRIO FEITOZA" "PARAMBU" 634 19306 "SUPLENTE" "DEPUTADO FEDERAL" 3.28 "TOTAL:83,86%"
"JOSÉ GUIMARÃES" "JAGUARIBE" 711 21610 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.29 "TOTAL:59,28%"
"JOSÉ AIRTON" "TARRAFAS" 174 5275 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.3 "TOTAL:63,53%"
"DAVID DURAND" "MARACANAÚ" 4262 128753 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.31 "TOTAL:40,11%"
"NORMANDO" "CARIRIAÇU" 563 17010 "SUPLENTE" "DEPUTADO FEDERAL" 3.31 "TOTAL:69,24%"
"CAPITÃO WÁGNER" "PENTECOSTE" 835 25146 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.32 "TOTAL:55,64%"
"CAPITÃO WÁGNER" "LIMOEIRO DO NORTE" 1189 35832 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.32 "TOTAL:66,61%"
"JOAQUIM NORONHA" "MISSÃO VELHA" 693 20884 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.32 "TOTAL:59,43%"
"JOSÉ GUIMARÃES" "CARIÚS" 384 11565 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.32 "TOTAL:68,4%"
"GENECIAS NORONHA" "PARAIPABA" 628 18831 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.33 "TOTAL:55,78%"
"MOISES BRAZ" "TURURU" 352 10577 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.33 "TOTAL:51,95%"
"VITOR VALIM" "SÃO GONÇALO DO AMARANTE" 1030 30893 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 3.33 "TOTAL:55,95%"
"JOSÉ GUIMARÃES" "IBARETAMA" 317 9502 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.34 "TOTAL:67,02%"
"AGENOR NETO" "SALITRE" 319 9478 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.37 "TOTAL:79,79%"
"JOSÉ AIRTON" "NOVA OLINDA" 315 9344 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.37 "TOTAL:68,02%"
"MAURO BENEVIDES" "SALITRE" 319 9478 "SUPLENTE" "DEPUTADO FEDERAL" 3.37 "TOTAL:74,78%"
"ANTONIO CARLOS" "BELA CRUZ" 546 16050 "SUPLENTE" "DEPUTADO ESTADUAL" 3.4 "TOTAL:71,58%"
"TALES MACEDO" "CRATO" 2423 71338 "SUPLENTE" "DEPUTADO ESTADUAL" 3.4 "TOTAL:44,22%"
"DR. SARTO" "PIQUET CARNEIRO" 295 8648 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.41 "TOTAL:71,91%"
"RACHEL MARQUES" "ITAPAGÉ" 1051 30807 "SUPLENTE" "DEPUTADO ESTADUAL" 3.41 "TOTAL:46,41%"
"DR. LEONARDO PINHEIRO" "IBICUITINGA" 337 9844 "SUPLENTE" "DEPUTADO ESTADUAL" 3.42 "TOTAL:56,39%"
"MOISES BRAZ" "PORANGA" 230 6718 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.42 "TOTAL:62,47%"
"EUGENIO RABELO" "BARREIRA" 497 14495 "SUPLENTE" "DEPUTADO FEDERAL" 3.43 "TOTAL:66,11%"
"RAIMUNDO MATOS" "PALMÁCIA" 243 7054 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.44 "TOTAL:45,39%"
"RENATO ROSENO" "FORTALEZA" 47519 1382950 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.44 "TOTAL:21,46%"
"ODORICO" "QUITERIANÓPOLIS" 399 11571 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.45 "TOTAL:83,29%"
"CAPITÃO WÁGNER" "ITAIÇABA" 181 5213 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.47 "TOTAL:53,13%"
"RONALDO MARTINS" "AQUIRAZ" 1410 40578 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.47 "TOTAL:49,62%"
"INÊS ARRUDA" "REDENÇÃO" 670 19083 "SUPLENTE" "DEPUTADO ESTADUAL" 3.51 "TOTAL:50,12%"
"NENEM DO CAZUZA" "CATUNDA" 210 5989 "SUPLENTE" "DEPUTADO FEDERAL" 3.51 "TOTAL:71,23%"
"AGENOR NETO" "ACOPIARA" 1042 29588 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.52 "TOTAL:68,78%"
"LEONIDAS CRISTINO" "VIÇOSA DO CEARÁ" 1146 32593 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.52 "TOTAL:75,33%"
"ANDRÉ FIGUEIREDO" "ABAIARA" 184 5201 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.54 "TOTAL:61,07%"
"AUDIC MOTA" "SÃO JOÃO DO JAGUARIBE" 203 5723 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.55 "TOTAL:63,26%"
"EUDES XAVIER" "ACARAÚ" 1126 31694 "SUPLENTE" "DEPUTADO FEDERAL" 3.55 "TOTAL:70,59%"
"CORONEL BEZERRA" "UMARI" 171 4799 "SUPLENTE" "DEPUTADO ESTADUAL" 3.56 "TOTAL:77,94%"
"DOMINGOS NETO" "CAMPOS SALES" 519 14570 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.56 "TOTAL:68,44%"
"ANTONIO CARLOS" "CRUZ" 519 14479 "SUPLENTE" "DEPUTADO ESTADUAL" 3.58 "TOTAL:67,25%"
"CABO SABINO" "CAUCAIA" 6147 171531 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.58 "TOTAL:34,3%"
"AUDIC MOTA" "MAURITI" 929 25829 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.6 "TOTAL:72,25%"
"DEPUTADO ROQUE" "ARACOIABA" 685 19020 "SUPLENTE" "DEPUTADO ESTADUAL" 3.6 "TOTAL:66,05%"
"GOMES FARIAS" "BEBERIBE" 1172 32529 "SUPLENTE" "DEPUTADO ESTADUAL" 3.6 "TOTAL:43,99%"
"GORETE PEREIRA" "IRAUÇUBA" 498 13844 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.6 "TOTAL:73,2%"
"ALMIRCY PINTO" "PIRES FERREIRA" 207 5737 "SUPLENTE" "DEPUTADO FEDERAL" 3.61 "TOTAL:78%"
"ELY AGUIAR" "CAMPOS SALES" 526 14570 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.61 "TOTAL:65,19%"
"AGENOR NETO" "JAGUARIBE" 782 21610 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.62 "TOTAL:60,98%"
"GOMES FARIAS" "IPU" 822 22660 "SUPLENTE" "DEPUTADO ESTADUAL" 3.63 "TOTAL:63,99%"
"IVO GOMES" "JARDIM" 581 16004 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.63 "TOTAL:60,21%"
"EUDES XAVIER" "PEREIRO" 365 10022 "SUPLENTE" "DEPUTADO FEDERAL" 3.64 "TOTAL:79,02%"
"JOSÉ GUIMARÃES" "TEJUÇUOCA" 423 11625 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.64 "TOTAL:75,5%"
"JOSÉ GUIMARÃES" "CEDRO" 578 15893 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.64 "TOTAL:67,03%"
"ODORICO" "CAMPOS SALES" 531 14570 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.64 "TOTAL:68,44%"
"DEDÉ TEIXEIRA" "PORANGA" 245 6718 "SUPLENTE" "DEPUTADO ESTADUAL" 3.65 "TOTAL:62,47%"
"AUDIC MOTA" "QUITERIANÓPOLIS" 423 11571 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.66 "TOTAL:75,42%"
"BRUNO DE SEU GINO" "TARRAFAS" 193 5275 "NÃO ELEITO" "DEPUTADO ESTADUAL" 3.66 "TOTAL:73,81%"
"DOMINGOS NETO" "CROATÁ" 332 9073 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.66 "TOTAL:72,83%"
"ANDRÉ FIGUEIREDO" "CRATO" 2621 71338 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.67 "TOTAL:41,32%"
"ROBERTO MESQUITA" "MORAÚJO" 196 5345 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.67 "TOTAL:66,06%"
"BALMAN" "ARACOIABA" 700 19020 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.68 "TOTAL:59,2%"
"DOMINGOS NETO" "BARROQUINHA" 325 8832 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.68 "TOTAL:71,34%"
"EVANDRO LEITÃO" "FORTIM" 385 10464 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.68 "TOTAL:58,2%"
"GORETE PEREIRA" "IPUEIRAS" 785 21317 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.68 "TOTAL:76,17%"
"MOISES BRAZ" "NOVA RUSSAS" 616 16738 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.68 "TOTAL:59,52%"
"VICENTE ARRUDA" "JATI" 191 5191 "SUPLENTE" "DEPUTADO FEDERAL" 3.68 "TOTAL:71,47%"
"MAURO BENEVIDES" "URUBURETAMA" 505 13672 "SUPLENTE" "DEPUTADO FEDERAL" 3.69 "TOTAL:57,34%"
"JOAQUIM NORONHA" "ALTANEIRA" 166 4487 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.7 "TOTAL:63,16%"
"DOUTOR MARCOS" "ITATIRA" 466 12530 "SUPLENTE" "DEPUTADO ESTADUAL" 3.72 "TOTAL:78,49%"
"LEONIDAS CRISTINO" "TEJUÇUOCA" 432 11625 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.72 "TOTAL:75,5%"
"FERNANDA PESSOA" "MIRAÍMA" 319 8542 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.73 "TOTAL:68,5%"
"ADERLANIA NORONHA" "JIJOCA DE JERICOACOARA" 363 9711 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.74 "TOTAL:66,91%"
"CABO SABINO" "RUSSAS" 1593 42434 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.75 "TOTAL:73,55%"
"DR. LEONARDO PINHEIRO" "ALTO SANTO" 359 9571 "SUPLENTE" "DEPUTADO ESTADUAL" 3.75 "TOTAL:73,91%"
"WELLINGTON BRITTO IVO" "MORADA NOVA" 1669 44496 "NÃO ELEITO" "DEPUTADO FEDERAL" 3.75 "TOTAL:57,28%"
"AUGUSTA BRITO" "CROATÁ" 341 9073 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.76 "TOTAL:74,79%"
"EUGENIO RABELO" "PARAMOTI" 300 7978 "SUPLENTE" "DEPUTADO FEDERAL" 3.76 "TOTAL:66,48%"
"NENEM DO CAZUZA" "IPU" 855 22660 "SUPLENTE" "DEPUTADO FEDERAL" 3.77 "TOTAL:57,37%"
