"NOME_URNA_CANDIDATO" "NOME_MUNICIPIO" "TOTAL_VOTOS" "QTD_COMPARECIMENTO" "DESC_SIT_CAND_TOT" "DESCRICAO_CARGO" "PROP_VOT" "prop.total"
"LUIZ VERGARA" "CRISTAIS PAULISTA" 165 5476 "SUPLENTE" "DEPUTADO ESTADUAL" 3.01 "TOTAL:65,95%"
"MILTON LEITE FILHO" "MONGAGUÁ" 872 29014 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.01 "TOTAL:25,4%"
"PROFESSOR GILMARCOS MURARI" "NOVA ALIANÇA" 125 4155 "SUPLENTE" "DEPUTADO ESTADUAL" 3.01 "TOTAL:57,11%"
"RICARDO SILVA" "GUATAPARÁ" 122 4058 "SUPLENTE" "DEPUTADO FEDERAL" 3.01 "TOTAL:58,3%"
"TIRIRICA" "LIMEIRA" 5085 168921 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.01 "TOTAL:37,06%"
"VITOR SAPIENZA" "SANTA LÚCIA" 191 6351 "SUPLENTE" "DEPUTADO ESTADUAL" 3.01 "TOTAL:47,87%"
"ALDO DEMARCHI" "SANTA CRUZ DAS PALMEIRAS" 537 17787 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.02 "TOTAL:37,12%"
"ALENCAR SANTANA" "SANTA MERCEDES" 60 1987 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.02 "TOTAL:50,13%"
"DR. SAULO MEDICO DA FAMILIA" "ITAPECERICA DA SERRA" 2736 90497 "SUPLENTE" "DEPUTADO ESTADUAL" 3.02 "TOTAL:28,54%"
"ESTEVAM GALVÃO" "PRESIDENTE BERNARDES" 251 8308 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.02 "TOTAL:62,18%"
"MARCELO SQUASONI" "PONGAÍ" 77 2551 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.02 "TOTAL:63,27%"
"TIRIRICA" "ITOBI" 147 4874 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.02 "TOTAL:55,33%"
"ZICO PRADO" "NOVA CANAÃ PAULISTA" 49 1625 "SUPLENTE" "DEPUTADO ESTADUAL" 3.02 "TOTAL:71,27%"
"ALDO DEMARCHI" "PORTO FERREIRA" 984 32525 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.03 "TOTAL:32,43%"
"BALEIA ROSSI" "MONTE ALTO" 862 28490 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.03 "TOTAL:35,15%"
"CHICO SARDELLI" "ENGENHEIRO COELHO" 292 9645 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.03 "TOTAL:46,01%"
"JOÃO DADO" "URÂNIA" 165 5447 "SUPLENTE" "DEPUTADO FEDERAL" 3.03 "TOTAL:45,21%"
"JOSÉ MENTOR" "SANTA RITA D'OESTE" 58 1917 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 3.03 "TOTAL:68,86%"
"ORESTES TAMBOLIN" "SANTA CRUZ DA CONCEIÇÃO" 88 2904 "SUPLENTE" "DEPUTADO FEDERAL" 3.03 "TOTAL:44,35%"
"TIRIRICA" "SANTA RITA D'OESTE" 58 1917 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.03 "TOTAL:68,86%"
"VAZ DE LIMA" "SANTA ISABEL" 976 32242 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.03 "TOTAL:56,31%"
"MARCIO DO FLÓRIDA" "FRANCA" 5782 190320 "SUPLENTE" "DEPUTADO ESTADUAL" 3.04 "TOTAL:63,37%"
"REINALDO ALGUZ" "ARAÇOIABA DA SERRA" 530 17417 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.04 "TOTAL:39,47%"
"CARUSO" "ILHA COMPRIDA" 181 5935 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.05 "TOTAL:52,77%"
"MARCELINHO CARIOCA" "COROADOS" 102 3340 "SUPLENTE" "DEPUTADO ESTADUAL" 3.05 "TOTAL:54,69%"
"RICARDO TRIPOLI" "ESPÍRITO SANTO DO PINHAL" 797 26144 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.05 "TOTAL:61,38%"
"BRUNO COVAS" "SÃO CAETANO DO SUL" 3291 107516 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.06 "TOTAL:29,04%"
"CARLOS OCTAVIANI" "SÃO MANUEL" 747 24386 "SUPLENTE" "DEPUTADO FEDERAL" 3.06 "TOTAL:38,11%"
"CARUSO" "RIBEIRÃO BRANCO" 337 11030 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.06 "TOTAL:60,98%"
"DAVI ZAIA" "PONGAÍ" 78 2551 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.06 "TOTAL:64,64%"
"LÉO OLIVEIRA" "NUPORANGA" 141 4614 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.06 "TOTAL:54,58%"
"LUIZ CLAUDIO MARCOLINO" "ITARIRI" 205 6696 "SUPLENTE" "DEPUTADO FEDERAL" 3.06 "TOTAL:43,09%"
"LUIZ TURCO" "RIO GRANDE DA SERRA" 846 27637 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.06 "TOTAL:33,59%"
"MIGUEL HADDAD" "AMPARO" 1296 42333 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.06 "TOTAL:38,31%"
"PAULINHO DA FORÇA" "PAULO DE FARIA" 156 5094 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.06 "TOTAL:47,55%"
"TIRIRICA" "UCHOA" 194 6336 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.06 "TOTAL:37,15%"
"ALDO DEMARCHI" "ILHA SOLTEIRA" 477 15550 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.07 "TOTAL:47,72%"
"CARLOS SAMPAIO" "AMERICANA" 4357 142152 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.07 "TOTAL:40,63%"
"CEZINHA" "REGISTRO" 1020 33204 "NÃO ELEITO" "DEPUTADO ESTADUAL" 3.07 "TOTAL:33,8%"
"ORLANDO SILVA" "BATATAIS" 1050 34206 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.07 "TOTAL:50,96%"
"ROSICLER RIBEIRO" "IRAPURU" 129 4203 "SUPLENTE" "DEPUTADO FEDERAL" 3.07 "TOTAL:43,85%"
"SILVANI" "POÁ" 2296 74798 "SUPLENTE" "DEPUTADO FEDERAL" 3.07 "TOTAL:27,32%"
"TIRIRICA" "LUPÉRCIO" 87 2834 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.07 "TOTAL:47,14%"
"VALDIR ALVARENGA" "MONTEIRO LOBATO" 87 2836 "SUPLENTE" "DEPUTADO ESTADUAL" 3.07 "TOTAL:60,87%"
"VANDERLEI MACRIS" "CORDEIRÓPOLIS" 432 14071 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.07 "TOTAL:28,85%"
"VITOR SAPIENZA" "ITAPUÍ" 218 7094 "SUPLENTE" "DEPUTADO ESTADUAL" 3.07 "TOTAL:60,22%"
"WALTER IHOSHI" "SÃO PEDRO DO TURVO" 135 4403 "SUPLENTE" "DEPUTADO FEDERAL" 3.07 "TOTAL:41,04%"
"ALEXANDRE LEITE" "AGUDOS" 706 22941 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 3.08 "TOTAL:66,04%"
"CAMPOS MACHADO" "SANTA CRUZ DAS PALMEIRAS" 548 17787 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.08 "TOTAL:37,12%"
"CELIA LEAO" "ELIAS FAUSTO" 322 10442 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.08 "TOTAL:60,48%"
"CELSO RUSSOMANNO" "GETULINA" 185 6008 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.08 "TOTAL:26,35%"
"CHICO SARDELLI" "ITOBI" 150 4874 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.08 "TOTAL:46,44%"
"CHICO SARDELLI" "ITÁPOLIS" 711 23106 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.08 "TOTAL:41,22%"
"ESTELA ALMAGRO" "URU" 35 1137 "SUPLENTE" "DEPUTADO ESTADUAL" 3.08 "TOTAL:63,41%"
"ESTEVAM GALVÃO" "CACHOEIRA PAULISTA" 591 19217 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.08 "TOTAL:39,42%"
"IARA BERNARDI" "ALUMÍNIO" 361 11704 "SUPLENTE" "DEPUTADO ESTADUAL" 3.08 "TOTAL:34,46%"
"PASTOR CELSO NASCIMENTO" "AREIÓPOLIS" 212 6889 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.08 "TOTAL:53,41%"
"PERESSIM" "SANTA BÁRBARA D'OESTE" 3513 113895 "NÃO ELEITO" "DEPUTADO FEDERAL" 3.08 "TOTAL:38,55%"
"PURINI" "PIRATININGA" 226 7346 "SUPLENTE" "DEPUTADO ESTADUAL" 3.08 "TOTAL:55,17%"
"TIRIRICA" "ITAPETININGA" 2585 83842 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.08 "TOTAL:43,26%"
"ALEX MATOS" "ITARIRI" 207 6696 "SUPLENTE" "DEPUTADO FEDERAL" 3.09 "TOTAL:43,09%"
"DAVI ZAIA" "ITAPUÍ" 219 7094 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.09 "TOTAL:60,22%"
"FERNANDO CURY" "SÃO PEDRO DO TURVO" 136 4403 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.09 "TOTAL:44,68%"
"GILMAR GIMENES" "PINDORAMA" 283 9159 "SUPLENTE" "DEPUTADO ESTADUAL" 3.09 "TOTAL:49,43%"
"JOAO CARAMEZ" "PILAR DO SUL" 525 16972 "SUPLENTE" "DEPUTADO ESTADUAL" 3.09 "TOTAL:41,98%"
"MARQUINHOS" "ITAPIRA" 1380 44648 "SUPLENTE" "DEPUTADO FEDERAL" 3.09 "TOTAL:43,72%"
"TIRIRICA" "PIRAJUÍ" 369 11949 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.09 "TOTAL:42,27%"
"VITOR LIPPI" "NOVA CAMPINA" 166 5365 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.09 "TOTAL:63,5%"
"BRUNO CAETANO" "SÃO PEDRO" 590 19059 "SUPLENTE" "DEPUTADO ESTADUAL" 3.1 "TOTAL:50,48%"
"CELSO RUSSOMANNO" "SOROCABA" 11491 370733 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.1 "TOTAL:49,02%"
"GONDIM" "QUELUZ" 181 5845 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.1 "TOTAL:48,82%"
"IVANA CAMARINHA" "FERNÃO" 38 1225 "SUPLENTE" "DEPUTADO ESTADUAL" 3.1 "TOTAL:56,89%"
"KLEBER MOREIRA" "NHANDEARA" 200 6458 "SUPLENTE" "DEPUTADO ESTADUAL" 3.1 "TOTAL:46,16%"
"TIRIRICA" "MIRACATU" 353 11380 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.1 "TOTAL:52,8%"
"TIRIRICA" "SANTA CLARA D'OESTE" 51 1645 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.1 "TOTAL:56,9%"
"CAMPOS FILHO" "VALINHOS" 2128 68359 "SUPLENTE" "DEPUTADO ESTADUAL" 3.11 "TOTAL:43,5%"
"PASTOR CELSO NASCIMENTO" "QUEIROZ" 73 2348 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.11 "TOTAL:59,46%"
"PR CARLOS CEZAR" "SOROCABA" 11524 370733 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.11 "TOTAL:40,38%"
"ROBERTO ENGLER" "ALTINÓPOLIS" 312 10040 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.11 "TOTAL:43,09%"
"BALEIA ROSSI" "MIRACATU" 355 11380 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.12 "TOTAL:52,8%"
"CAMPOS MACHADO" "CERQUILHO" 783 25061 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.12 "TOTAL:34,46%"
"CELSO RUSSOMANNO" "BOTUCATU" 2364 75857 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.12 "TOTAL:42,68%"
"CELSO RUSSOMANNO" "SALTINHO" 164 5263 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.12 "TOTAL:55,29%"
"GERALDO CRUZ" "PARAGUAÇU PAULISTA" 762 24442 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.12 "TOTAL:31,74%"
"GILBERTO NASCIMENTO" "CAÇAPAVA" 1715 54984 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.12 "TOTAL:35,1%"
"TIRIRICA" "ITARIRI" 209 6696 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.12 "TOTAL:43,09%"
"BETH SAHÃO" "VIRADOURO" 342 10922 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.13 "TOTAL:48,3%"
"FUAD CHUCRE" "CARAPICUÍBA" 7089 226694 "SUPLENTE" "DEPUTADO ESTADUAL" 3.13 "TOTAL:44,5%"
"ITAMAR BORGES" "PINDORAMA" 287 9159 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.13 "TOTAL:49,43%"
"JÚNIOR BOZZELLA" "SANTOS" 8412 268389 "SUPLENTE" "DEPUTADO ESTADUAL" 3.13 "TOTAL:40,08%"
"MILTON LEITE FILHO" "QUATÁ" 247 7903 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.13 "TOTAL:40,84%"
"PASTOR CARLINHOS NENÊ" "ITANHAÉM" 1611 51501 "NÃO ELEITO" "DEPUTADO FEDERAL" 3.13 "TOTAL:30,09%"
"RAFA ZIMBALDI" "ESTIVA GERBI" 214 6836 "SUPLENTE" "DEPUTADO ESTADUAL" 3.13 "TOTAL:47,97%"
"RAFAEL SILVA" "JABOTICABAL" 1256 40141 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.13 "TOTAL:45,92%"
"ARLINDO CHINAGLIA" "MONTE APRAZÍVEL" 409 13014 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.14 "TOTAL:35,8%"
"ARNALDO JARDIM" "BOFETE" 178 5674 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.14 "TOTAL:42,2%"
"BRUNO COVAS" "LAVÍNIA" 104 3313 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.14 "TOTAL:40,69%"
"JANETE PIETÁ" "SANTA BRANCA" 291 9255 "SUPLENTE" "DEPUTADO FEDERAL" 3.14 "TOTAL:51,82%"
"ROBERTO ENGLER" "IGARAPAVA" 488 15528 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.14 "TOTAL:54,73%"
"SILVIO TORRES" "LAVÍNIA" 104 3313 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.14 "TOTAL:40,69%"
"SILVIO TORRES" "PONTES GESTAL" 60 1910 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.14 "TOTAL:49,79%"
"ZARATTINI" "AMPARO" 1329 42333 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.14 "TOTAL:38,31%"
"ZICO PRADO" "SUD MENNUCCI" 155 4943 "SUPLENTE" "DEPUTADO ESTADUAL" 3.14 "TOTAL:60,13%"
"ZICO PRADO" "COROADOS" 105 3340 "SUPLENTE" "DEPUTADO ESTADUAL" 3.14 "TOTAL:54,69%"
"ALEXANDRE PEREIRA" "RIO DAS PEDRAS" 620 19660 "SUPLENTE" "DEPUTADO ESTADUAL" 3.15 "TOTAL:45,51%"
"CELSO RUSSOMANNO" "GUARARAPES" 596 18911 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.15 "TOTAL:43,7%"
"HEITOR GONZALEZ" "GUARUJÁ" 5685 180316 "SUPLENTE" "DEPUTADO FEDERAL" 3.15 "TOTAL:34,49%"
"TIRIRICA" "CAFELÂNDIA" 319 10141 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.15 "TOTAL:51,48%"
"TIRIRICA" "JAMBEIRO" 112 3559 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.15 "TOTAL:23,38%"
"ARLINDO CHINAGLIA" "GENERAL SALGADO" 215 6796 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.16 "TOTAL:43,25%"
"CAMPOS MACHADO" "IEPÊ" 152 4803 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.16 "TOTAL:61,23%"
"DELEGADO RADAELI" "CRISTAIS PAULISTA" 173 5476 "SUPLENTE" "DEPUTADO ESTADUAL" 3.16 "TOTAL:65,95%"
"PASTOR CELSO NASCIMENTO" "BREJO ALEGRE" 61 1932 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.16 "TOTAL:55,64%"
"RICARDO MADALENA" "CAIUÁ" 96 3037 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.16 "TOTAL:50,27%"
"SILVIO TORRES" "ANDRADINA" 1075 34017 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.16 "TOTAL:39,95%"
"TIRIRICA" "OLÍMPIA" 964 30528 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.16 "TOTAL:49,64%"
"TIRIRICA" "POTIRENDABA" 317 10023 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.16 "TOTAL:43,66%"
"TIRIRICA" "ITU" 3008 95108 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.16 "TOTAL:38,36%"
"WELSON GASPARINI" "BATATAIS" 1080 34206 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.16 "TOTAL:55,22%"
"WILLIAM WOO" "BORBOREMA" 275 8706 "SUPLENTE" "DEPUTADO FEDERAL" 3.16 "TOTAL:52,31%"
"CELSO RUSSOMANNO" "MONTEIRO LOBATO" 90 2836 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.17 "TOTAL:45,84%"
"ESTEVAM GALVÃO" "ASSIS" 1689 53302 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.17 "TOTAL:53,99%"
"LUCIANA COSTA" "GUAÍRA" 694 21925 "SUPLENTE" "DEPUTADO FEDERAL" 3.17 "TOTAL:56,18%"
"LUCIANA COSTA" "GUARACI" 196 6192 "SUPLENTE" "DEPUTADO FEDERAL" 3.17 "TOTAL:68,43%"
"PAIVA" "PIRACICABA" 7152 225895 "SUPLENTE" "DEPUTADO FEDERAL" 3.17 "TOTAL:45,19%"
"TIRIRICA" "NOVA ODESSA" 1112 35131 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.17 "TOTAL:49,12%"
"AMELIA NAOMI" "CATIGUÁ" 156 4899 "SUPLENTE" "DEPUTADO FEDERAL" 3.18 "TOTAL:55,53%"
"ANDERSON BERNARDES" "GUARUJÁ" 5732 180316 "SUPLENTE" "DEPUTADO ESTADUAL" 3.18 "TOTAL:38,78%"
"CAMPOS MACHADO" "FERNÃO" 39 1225 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.18 "TOTAL:56,89%"
"DAVI ZAIA" "UBARANA" 107 3367 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.18 "TOTAL:48,54%"
"ED THOMAS" "OSVALDO CRUZ" 582 18304 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.18 "TOTAL:51,35%"
"ESTEVAM GALVÃO" "POÁ" 2381 74798 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.18 "TOTAL:27,03%"
"GILMAR GIMENES" "CERQUEIRA CÉSAR" 340 10678 "SUPLENTE" "DEPUTADO ESTADUAL" 3.18 "TOTAL:31,82%"
"JOSÉ MENTOR" "SANTA BÁRBARA D'OESTE" 3623 113895 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 3.18 "TOTAL:38,55%"
"PENNA" "MAIRIPORÃ" 1448 45552 "SUPLENTE" "DEPUTADO FEDERAL" 3.18 "TOTAL:30,18%"
"TIRIRICA" "OURINHOS" 1910 60044 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.18 "TOTAL:44,1%"
"TIRIRICA" "ARAÇATUBA" 3582 112697 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.18 "TOTAL:33,12%"
"ALEXANDRE DA FARMÁCIA" "TAQUARITUBA" 467 14659 "SUPLENTE" "DEPUTADO ESTADUAL" 3.19 "TOTAL:36,82%"
"ANA DO CARMO" "ARANDU" 140 4395 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.19 "TOTAL:50,97%"
"BARROS MUNHOZ" "IGARAPAVA" 496 15528 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.19 "TOTAL:54,73%"
"CARLOS NEDER" "RINCÃO" 197 6183 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.19 "TOTAL:53,5%"
"CARUSO" "IGUAPE" 514 16117 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.19 "TOTAL:53,95%"
"ESTEVAM GALVÃO" "BIRITIBA MIRIM" 576 18049 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.19 "TOTAL:67,25%"
"JUNIOR APRILLANTI" "JARINU" 467 14629 "SUPLENTE" "DEPUTADO ESTADUAL" 3.19 "TOTAL:35,09%"
"MARCIO DO FLÓRIDA" "RESTINGA" 155 4862 "SUPLENTE" "DEPUTADO ESTADUAL" 3.19 "TOTAL:60,29%"
"RODRIGO MORAES" "CAMPINA DO MONTE ALEGRE" 117 3669 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.19 "TOTAL:69,53%"
"TONIOLO" "SABINO" 113 3542 "SUPLENTE" "DEPUTADO ESTADUAL" 3.19 "TOTAL:58,9%"
"VITOR SAPIENZA" "RINCÃO" 197 6183 "SUPLENTE" "DEPUTADO ESTADUAL" 3.19 "TOTAL:53,5%"
"ANDRÉ BANDEIRA" "RAFARD" 202 6309 "SUPLENTE" "DEPUTADO ESTADUAL" 3.2 "TOTAL:32,14%"
"CARLOS OCTAVIANI" "DUARTINA" 258 8056 "SUPLENTE" "DEPUTADO FEDERAL" 3.2 "TOTAL:42,62%"
"CELSO RUSSOMANNO" "PEDERNEIRAS" 812 25377 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.2 "TOTAL:46,57%"
"CELSO RUSSOMANNO" "VARGEM GRANDE DO SUL" 776 24254 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.2 "TOTAL:57,81%"
"DILADOR BORGES" "COROADOS" 107 3340 "SUPLENTE" "DEPUTADO ESTADUAL" 3.2 "TOTAL:54,69%"
"JOSÉ BITTENCOURT" "TARUMÃ" 280 8761 "SUPLENTE" "DEPUTADO ESTADUAL" 3.2 "TOTAL:63,17%"
"SAKAI" "GÁLIA" 133 4159 "SUPLENTE" "DEPUTADO FEDERAL" 3.2 "TOTAL:47,56%"
"TIRIRICA" "SÃO BENTO DO SAPUCAÍ" 222 6932 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.2 "TOTAL:49,38%"
"ZICO PRADO" "DOLCINÓPOLIS" 58 1811 "SUPLENTE" "DEPUTADO ESTADUAL" 3.2 "TOTAL:68,03%"
"ALEXANDRE PEREIRA" "PEDRANÓPOLIS" 58 1805 "SUPLENTE" "DEPUTADO ESTADUAL" 3.21 "TOTAL:57,95%"
"ANDRÉ DO PRADO" "OURINHOS" 1926 60044 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.21 "TOTAL:27,1%"
"BRUNO COVAS" "AREIAS" 81 2525 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.21 "TOTAL:56,32%"
"CHICO SARDELLI" "NARANDIBA" 104 3240 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.21 "TOTAL:50,81%"
"GIL LANCASTER" "SÃO LOURENÇO DA SERRA" 280 8729 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.21 "TOTAL:43,32%"
"LUIZ TURCO" "MIRANTE DO PARANAPANEMA" 331 10304 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.21 "TOTAL:51,46%"
"SAKAI" "AREALVA" 159 4946 "SUPLENTE" "DEPUTADO FEDERAL" 3.21 "TOTAL:38,79%"
"SAVINHO" "CRUZEIRO" 1509 47058 "SUPLENTE" "DEPUTADO ESTADUAL" 3.21 "TOTAL:43,24%"
"TIRIRICA" "BERNARDINO DE CAMPOS" 212 6611 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.21 "TOTAL:38,38%"
"TIRIRICA" "NHANDEARA" 207 6458 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.21 "TOTAL:39,33%"
"JUNJI ABE" "POÁ" 2410 74798 "SUPLENTE" "DEPUTADO FEDERAL" 3.22 "TOTAL:27,32%"
"LUIZ CARLOS MOTTA" "IACRI" 134 4158 "SUPLENTE" "DEPUTADO FEDERAL" 3.22 "TOTAL:52,15%"
"POLLYANA GAMA" "LAGOINHA" 132 4094 "SUPLENTE" "DEPUTADO FEDERAL" 3.22 "TOTAL:49,75%"
"TIRIRICA" "RIBEIRÃO PRETO" 10826 336700 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.22 "TOTAL:46,56%"
"TIRIRICA" "LARANJAL PAULISTA" 526 16350 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.22 "TOTAL:42,16%"
"VAZ DE LIMA" "GUARATINGUETÁ" 2315 71930 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.22 "TOTAL:53,54%"
"VAZ DE LIMA" "PROMISSÃO" 679 21070 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.22 "TOTAL:49,99%"
"ALEX MANENTE" "SANTO ANDRÉ" 14663 454664 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.23 "TOTAL:26,92%"
"BRUNO COVAS" "PARIQUERA-AÇU" 359 11109 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.23 "TOTAL:53,47%"
"CELSO RUSSOMANNO" "JOSÉ BONIFÁCIO" 649 20115 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.23 "TOTAL:43,11%"
"DR NECHAR" "QUINTANA" 130 4019 "SUPLENTE" "DEPUTADO FEDERAL" 3.23 "TOTAL:64,98%"
"ED THOMAS" "PAULICÉIA" 135 4174 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.23 "TOTAL:41,49%"
"GILÓ" "FERNANDO PRESTES" 125 3869 "SUPLENTE" "DEPUTADO ESTADUAL" 3.23 "TOTAL:66,34%"
"LÉO OLIVEIRA" "PORTO FERREIRA" 1052 32525 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.23 "TOTAL:32,43%"
"NETINHO DE PAULA" "BALBINOS" 36 1113 "SUPLENTE" "DEPUTADO FEDERAL" 3.23 "TOTAL:46,72%"
"SILVIO TORRES" "DRACENA" 877 27143 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.23 "TOTAL:58,74%"
"TONY HILL" "PEDREGULHO" 327 10128 "SUPLENTE" "DEPUTADO ESTADUAL" 3.23 "TOTAL:55,41%"
"CELSO RUSSOMANNO" "TUIUTI" 133 4108 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.24 "TOTAL:61,1%"
"DEVANIR RIBEIRO" "INDIAPORÃ" 85 2625 "SUPLENTE" "DEPUTADO FEDERAL" 3.24 "TOTAL:58,29%"
"DR. CLÁUDIO MIRANDA" "ITAJU" 75 2315 "SUPLENTE" "DEPUTADO ESTADUAL" 3.24 "TOTAL:61,72%"
"LAERT" "ÁGUAS DA PRATA" 162 5005 "SUPLENTE" "DEPUTADO ESTADUAL" 3.24 "TOTAL:54,68%"
"LUIZ FERNANDO" "ITOBI" 158 4874 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.24 "TOTAL:46,44%"
